"global_category","indicator_name","value","count"
"Sectoral Information","Downstream actions","Energy  efficiency programme: public  education, energy audits and technology improvements",2
"Sectoral Information","Downstream actions","Energy Efficiency (EE) Programme in different sectors",2
"Sectoral Information","Downstream actions","Energy efficiency in electric lighting (residential, EP and tertiary)",2
"Sectoral Information","Downstream actions","Enhancement of forest cover under Concept Program",2
"Sectoral Information","Downstream actions","Establish solar 55 mini-grids with an average capacity of 100kW which translates to 10MW",2
"Sectoral Information","Downstream actions","Finalize the technical studies for a waste-to- energy plant by 2025",2
"Sectoral Information","Downstream actions","Geothermal Power Generation",2
"Sectoral Information","Downstream actions","Global Climate Change Alliance +project (2014-2020)",2
"Sectoral Information","Downstream actions","Grid expansion: rural electrification: replacing kerosene and diesel generators for 1,108,609 households",2
"Sectoral Information","Downstream actions","Implement a National Territorial Information System",2
"Sectoral Information","Downstream actions","Implement an Integrated Public Transportation System",2
"Sectoral Information","Downstream actions","Improved cook stoves SNV<br>Improved cook stoves Tipaalga",2
"Sectoral Information","Downstream actions","Improving by at least 10% fuel-usage across sectors and modes of application (except butane usage) by 2030 or before",2
"Sectoral Information","Downstream actions","Increase small-medium hydro installed capacity up to 150-300MW",2
"Sectoral Information","Downstream actions","Increase the use of public transport",2
"Sectoral Information","Downstream actions","Install a geothermal electricity generation facility",2
"Sectoral Information","Downstream actions","Integrated Waste Management system",2
"Sectoral Information","Downstream actions","Interconnection of hydro-generated energy between Chad-Cameroon",2
"Sectoral Information","Downstream actions","Isolated Mini Power plant (1 MW); 2 Hydro Power plants connected to the main network (9MW, 4 MW)",2
"Sectoral Information","Downstream actions","Mangrove forest enhancement",2
"Sectoral Information","Downstream actions","Maximum use of RE & EE",2
"Sectoral Information","Downstream actions","Mobaye hydroelectric plant<br>72 MW Lobaye hydroelectric plant<br>180 MW Dimoli hydroelectric plant<br> 60 KW La Kotto hydroelectric plant<br>Sluice dam along the Ubangi at Zinga",2
"Sectoral Information","Downstream actions","Modal transfer project in the city of Ouagadougou",2
"Sectoral Information","Downstream actions","Modernisation of housing services under Concept Program",2
"Sectoral Information","Downstream actions","Modernisation of production technologies under Concept Program",2
"Sectoral Information","Downstream actions","Monrovia Landfill Gas Plant",2
"Sectoral Information","Downstream actions","Multiple PV plants: Kaya, Ouaga 2000, D√©dougou, Gaoua, Zina, Diapaga, Zagtoulli II, Kodeni, Patte d‚Äòoie, Zano, P√¢<br>Zagtoulli solar power plant (SONABEL)",2
"Sectoral Information","Downstream actions","NAMA for fuel efficiency",2
"Sectoral Information","Downstream actions","NAMA for Integrated Sustainable Energy Solution for schools in off-grid areas",2
"Sectoral Information","Downstream actions","NAMA implementation and monitor",2
"Sectoral Information","Downstream actions","NAMA on Rural Electrification",2
"Sectoral Information","Downstream actions","National Biodigester Project",2
"Sectoral Information","Downstream actions","National Electric Mobility Mission Plan 2020 (NEMMP)",2
"Sectoral Information","Downstream actions","National programme for advanced conversion of wood",2
"Sectoral Information","Downstream actions","National programme for reforestation and rehabilitation of post-exploitation areas",2
"Sectoral Information","Downstream actions","New geothermal generation plants",2
"Sectoral Information","Downstream actions","Outer Island Police Station solar system rehabilitation<br>Desalination Plant for vulnerable rural community<br>Outer Island Clinic solar system rehabilitation<br>Junior Secondary School (JSS) system<br>Mereang Taabwai Secondary Schools solar PV mini-grid<br>Solar PV system for non-government vocational institutions: CCL Manoku and Alfred Sadd Institution<br>Outer Island Fish Centres<br>Outer Island Council solar PV mini grid system<br>Solar Home System for Households<br>Solar PV mini grid system for Southern Kiribati Hospital<br>Outer Island and rural electrification",2
"Sectoral Information","Downstream actions","Photovoltaic solar panels (12 MW)",2
"Sectoral Information","Downstream actions","Production of solar energy increased to 200 GWh/year, i.e. : 140 MW/year",2
"Sectoral Information","Downstream actions","Production of wind energy up to 50 GWh/year",2
"Sectoral Information","Downstream actions","Programme for the reduction of short-lived climate pollutants (multi sectoral)",2
"Sectoral Information","Downstream actions","Programme for the reduction of short-lived climate pollutants in energy, waste, transportation, agriculture, health, and IP-US sectors",2
"Sectoral Information","Downstream actions","Project of Urban Mobility in the Municipality of Maputo",2
"Sectoral Information","Downstream actions","Projects to develop wind power generation",2
"Sectoral Information","Downstream actions","Promote solar PV deployment through the provision of an enabling environment.",2
"Sectoral Information","Downstream actions","Promulgate energy conservation standards for a broad range of appliances and equipment, as well as a building code determination for residential buildings.",2
"Sectoral Information","Downstream actions","Promulgate post-2018 fuel economy standards for heavy-duty vehicles.",2
"Sectoral Information","Downstream actions","Put in place extensive demand side energy management improvements",2
"Sectoral Information","Downstream actions","PV mini-grid System",2
"Sectoral Information","Downstream actions","Recovery of methane from the solid wastes of the Ouagadougou municipal industrial landfill",2
"Sectoral Information","Downstream actions","Recovery of methane from used water from the Ouagadougou municipal purification station",2
"Sectoral Information","Downstream actions","REDD+ programme action plan",2
"Sectoral Information","Downstream actions","Reduce the use and emissions of high-GWP HFCs through the Significant New Alternatives Policy program.",2
"Sectoral Information","Downstream actions","Reduced Impact Logging",2
"Sectoral Information","Downstream actions","Rehabilitation of Fanoole Hydro-Electric Dam and Irrigation Infrastructure",2
"Sectoral Information","Downstream actions","Renewable Energy Action-Advanced Program",2
"Sectoral Information","Downstream actions","Renewable Energy Action-Advanced Program; BRIDGE in Sustainable Energy and Information and Communication Technologies project",2
"Sectoral Information","Downstream actions","Renewable energy altas for Mozambique",2
"Sectoral Information","Downstream actions","Renewable Energy and Energy Efficiency program",2
"Sectoral Information","Downstream actions","Replace low efficency thermal power plants (30%) with plants of higher efficiency (40%)",2
"Sectoral Information","Downstream actions","Replace Streetlights in Portsmouth with Off-grid Light Emitting Diode (LED) Fixtures<br>Off-Grid Hybrid Micro-Hydro, Wind, Solar PV, DG Back-up for Ross University<br>Off-Grid Hybrid Wind, Solar, Biodiesel Generator Back-up in Off-grid Mini-Grid Configuration for South-East and East Coast of Dominica",2
"Sectoral Information","Downstream actions","Ring Distribution Network Topology, seed funds by World Bank",2
"Sectoral Information","Downstream actions","Road network NAMA",2
"Sectoral Information","Downstream actions","Sagarmala Project with the objective to augment port-led development and promote efficient transportation of goods; Bharatmala Project which envisions constructing about 5,000 km of road network all along the coastal areas will further provide connectivity to these ports.",2
"Sectoral Information","Downstream actions","Savo geothermal project",2
"Sectoral Information","Downstream actions","Scale up the 200,000 solar home systems for lighting in urban and selected non-electrified rural households",2
"Sectoral Information","Downstream actions","Singapore Green Building Week/International Green Building Conference;|Partnering the United Nations Environmental Programme (UNEP), the Building and Construction Authority (BCA) of Singapore established the Centre for Sustainable Buildings.",2
"Sectoral Information","Downstream actions","Singapore International Energy Week",2
"Sectoral Information","Downstream actions","Small hydro systems in Moco Moco, Kato and Tumatumari",2
"Sectoral Information","Downstream actions","Small hydroelectric plants<br>Samendeni Dam<br>Bagr√© Aval Dam<br>Ouessa Aval Dam",2
"Sectoral Information","Downstream actions","Smart Grid (SCADA Upgrade | Central Control | GIS Enhancement); Network Efficiency & Power System Monitoring",2
"Sectoral Information","Downstream actions","Smart Grid for country‘s 9 independent networks with state-of-the-art power conditioning, production and distribution control; Built-up of energy storage facilities; Design of renewable micro-grids",2
"Sectoral Information","Downstream actions","Solar Data Collection; large, medium and small 3rd Party Solar Generation; Solar water pumping; Solar Freezer System; PV Mini-Grid Systems",2
"Sectoral Information","Downstream actions","Solar Home System",2
"Sectoral Information","Downstream actions","Solar Photovoltaic (PV) conversion program for Commercial, Institutional and Manufacturing Facilities <br>Solar Photovoltaic (PV) conversion program for Hotel Sector",2
"Sectoral Information","Downstream actions","Solar PV system",2
"Sectoral Information","Downstream actions","Solar Vehicle Public awareness Tour Project",2
"Sectoral Information","Downstream actions","Solar, Renewable and hybrid energy based mini-networks, PV, pico-hydro and small wind systems",2
"Sectoral Information","Downstream actions","Strengthen the Low Carbon Emission Argiculture Program",2
"Sectoral Information","Downstream actions","Sustainable Agriculture program",2
"Sectoral Information","Downstream actions","Sustainable Forest Management Program",2
"Sectoral Information","Downstream actions","Sustained tree planting programme",2
"Sectoral Information","Downstream actions","The construction of the Tel Aviv metropolitan light rail; the extension of the intercity rail system and of the Jerusalem light rail.",2
"Sectoral Information","Downstream actions","The expansion of REI4P",2
"Sectoral Information","Downstream actions","The Resource Efficient Low Carbon and Circular Industrial Partnership Platform for Catalyzing Eco-Innovation and Entrepreneurship",2
"Sectoral Information","Downstream actions","Transport NAMA",2
"Sectoral Information","Downstream actions","UN Joint Programme on Sustainable Charcoal Production and Alternative Livelihoods (PROSCAL) to Mitigate Against Deforestation; Charcoal Production from Prosopis and Replacement with Crop Production",2
"Sectoral Information","Downstream actions","Upgrade Kariba Power Station from 666 MW to 1050 MW",2
"Sectoral Information","Downstream actions","Upscaling the Use of Solar Energy",2
"Sectoral Information","Downstream actions","Use of butane gas and promotion of efficient domestic energy",2
"Sectoral Information","Downstream actions","Vava's Biomass, Eua Biomass| Tongatapu Biomass",2
"Sectoral Information","Downstream actions","Vehicle Fuel Efficiency Program - Bharat Stage IV (BS IV) fuels to Bharat Stage V (BS V)/ Bharat Stage VI (BS VI) across the country in the near future.",2
"Sectoral Information","Downstream actions","Voluntary Partnership Agreement",2
"Sectoral Information","Downstream actions","Waste processing plants in large urban centres",2
"Sectoral Information","Downstream actions","Waste segregation, recycling, and treatment in sanitary landfills",2
"Sectoral Information","Downstream actions","Wind Farm; Wind Data Collection; 3rd Party Wind Generation",2
"Sectoral Information","Downstream actions","Zero Emission Electric  Vehicle Program",2
"Sectoral Information","Downstream actions","""A framework for offsetting of emissions from fossil fuels will be introduced to support economic incentives for the transition while also helping to finance domestic nature-based solutions in particular, reduced emissions and enhanced removals from the forest sector.""",1
"Sectoral Information","Downstream actions","""A need to build and install 18,534 biodigesters of different types in the period 2020-2030.""",1
"Sectoral Information","Downstream actions","""Adoption of minimum energy performance standards""",1
"Sectoral Information","Downstream actions","""Afforest/reforest viable public and private lands, including agroforestry."" <br>""Restore and manage degraded forest land, including in the Chure region.""",1
"Sectoral Information","Downstream actions","""Applying energy efficiency measures in industries; Improving, developing and applying technology in manufacturing construction materials""",1
"Sectoral Information","Downstream actions","""Applying management and technology solutions in cultivation and husbandry; shifting crop production structures; changing land-use methods""",1
"Sectoral Information","Downstream actions","""As well as undertaking efforts to protect watersheds through forest protection measures.""",1
"Sectoral Information","Downstream actions","""By 2022 Costa Rica will have developed a strategy for the development and promotion of green hydrogen in the country.""<br>""During the period of implementation of this contribution, Costa Rica will encourage the moratorium on exploration and exploitation of hydrocarbons in the national territory to be raised to the rank of law.""",1
"Sectoral Information","Downstream actions","""By 2025, enhance the sink capacity of the landuse sector by instituting the Forest Development Fund (FDF) for compensation of plantations and forest restoration.""<br>""Increase growing stock including Mean Annual Increment in Tarai, Hills and Mountains.""",1
"Sectoral Information","Downstream actions","""By 2025, update the Rangeland Policy and develop plans for the sustainable management of rangelands.""",1
"Sectoral Information","Downstream actions","""By 2030 Costa Rica will have developed and / or updated energy efficiency standards and regulations for end-use technologies (including, but not limited to, refrigeration and air conditioning equipment, boilers, heat pumps, vehicles, machinery and other equipment with high energy consumption) to ensure its consistency with the country's decarbonization trajectory to be net zero emissions by 2050.""",1
"Sectoral Information","Downstream actions","""By 2030, Costa Rica executes the Territorial Forest Environmental Plans will be in execution, jointly with the indigenous territories, as an instrument for the implementation of the measures established in the National REDD + Strategy; These plans will be built through the consultation process in accordance with the framework established for this purpose in national and international legislation.""",1
"Sectoral Information","Downstream actions","""By 2030, institutional mechanisms and structures in place and adequate provision of budget to ensure social and environmental safeguards including Free, Prior and Informed Consent (FPIC); forest tenure and access to finance and technology for Local Communities, women and Indigenous People.""",1
"Sectoral Information","Downstream actions","""By 2030, the country will have significantly reduced its digital and technological gap, with particular emphasis on socially and economically vulnerable populations, through a solidarity model, considering aspects such as Internet connectivity, equipment and digital appropriation. This will be an enabler to close social and economic gaps through digital practices such as teleworking, e-commerce and virtual tourism (which reduce the need for travel), increasing efficiency and national economic dynamism.""",1
"Sectoral Information","Downstream actions","""By 2030, upgrade watershed health and vitality in at least 20 districts to a higher condition category.""<br>""By 2030, create an inventory of wetlands in Nepal and sustainably manage vulnerable wetlands.""",1
"Sectoral Information","Downstream actions","""Changing freight transportation models; restructuring the transportation market""",1
"Sectoral Information","Downstream actions","""Collecting and treating millions tonnes of organic waste in livestock production to make organic fertilisers; Applying technology to treat and reuse by-products and waste in agriculture and livestock production; developing organic agriculture.""",1
"Sectoral Information","Downstream actions","""Costa Rica confirms the commitments established in the Kigali Amendment of the Montreal Protocol to progressively reduce hydrofluorocarbons (HFCs) and promote low-power global warming refrigerants.""",1
"Sectoral Information","Downstream actions","""Defining areas for restoring natural forests, promoting forest regeneration and enrichment planting in areas planned for forestry; improving forest carbon stock quality and volume""",1
"Sectoral Information","Downstream actions","""Detailed planning of seaport groups; development planning of Viet Nam’s dry port system; detailed planning of the dry port system to 2020 with orientation to 2030.""",1
"Sectoral Information","Downstream actions","""Developing agroforestry models to enhance carbon stocks and conserve land""",1
"Sectoral Information","Downstream actions","""Developing and using energy-saving construction materials and green materials in housing and commercial sectors""",1
"Sectoral Information","Downstream actions","""Developing renewable energy in accordance with Viet Nam's potential, advantages and conditions; Shifting from conventional fuels to biofuel, natural gas and electricity""",1
"Sectoral Information","Downstream actions","""Developing the use of non-fuel and renewable energy sources""",1
"Sectoral Information","Downstream actions","""Diversify the Colombian energy matrix, the promotion of self-generation of energy through alternative sources, and the transformation of energy generation in Non Interconnected Zones. In addition, seek the harmonization of environmental requirements for the development of FERNC (non-conventional renewable energy sources).""",1
"Sectoral Information","Downstream actions","""Domestically, Thailand has launched several support mechanisms such as feed-in tariffs, tax incentives and access to investment grants and venture capital to promote renewable energy.""",1
"Sectoral Information","Downstream actions","""During the period of compliance with this NDC, the Electric Passenger Train will come into operation in the Greater Metropolitan Area, powered by renewable electricity.""",1
"Sectoral Information","Downstream actions","""During the period of compliance with this NDC, the Limonense Electric Freight Train (TELCA) will be in operation by 2022.""",1
"Sectoral Information","Downstream actions","""Enhancement of energy and resource efficiency across the different sectors.""",1
"Sectoral Information","Downstream actions","""Ensure increased access of climate-smart agricultural technologies to women, Indigenous People, smallholder farmers and marginalized groups.""",1
"Sectoral Information","Downstream actions","""Expansion of formal waste collection system""",1
"Sectoral Information","Downstream actions","""For example, the United States will incentivize carbon capture as well as new sources of hydrogen – produced from renewable energy, nuclear energy, or waste – to power industrial facilities. In addition, the United States government will use its procurement power to support early markets for these very lowand zero carbon industrial goods.""",1
"Sectoral Information","Downstream actions","""Guidelines to optimize the dispatch of electrical energy, in order to promote increased efficiency in plants that allow reducing GHG emissions in a cost-effective way, without affecting the conditions of the electricity market or the reliability of the provision of the service. Energy efficiency has been proposed as a cross-cutting option for the three subsectors (electricity, hydrocarbons and mining)""",1
"Sectoral Information","Downstream actions","""Implementing efforts to maintain its current forest cover.""",1
"Sectoral Information","Downstream actions","""Improve the heat supply in cities and towns (improving the efficiency of heat only boilers)""",1
"Sectoral Information","Downstream actions","""Improved irrigation system"";<br>""Promotion of digital agriculture and technological innovation""",1
"Sectoral Information","Downstream actions","""Improved nitrogen fertilizer management and development of organic farming""",1
"Sectoral Information","Downstream actions","""Improving diets for tens of thousands of milk cows;  improving diets for animals""",1
"Sectoral Information","Downstream actions","""Improving the energy efficiency of transport vehicles""",1
"Sectoral Information","Downstream actions","""In-depth work in the areas of building energy efficiencies such as evaluating the performance of installed air conditioning and refrigeration systems and developing recommendations to improve such systems as retrofits or in industrial energyefficiency audits and retrofits will require financial and technical support.""",1
"Sectoral Information","Downstream actions","""In 2021, public bus concessions will be renewed with decarbonization criteria, including sectorization, electronic payment and multimodal integration of public and active means of transport.""",1
"Sectoral Information","Downstream actions","""In 2025, the establishment of sustainable logistics models will have begun in the country's main ports, urban areas and logistics consolidation centers, in line with the Costa Rica 2050 National Strategic Plan.""",1
"Sectoral Information","Downstream actions","""In addition, federal and state governments will invest in forest protection and forest management, and engage in intensive efforts to reduce the scope and intensity of catastrophic wildfires, and to restore fire-damaged forest lands.""",1
"Sectoral Information","Downstream actions","""In the first two years of the implementation period of this NDC, Costa Rica will launch its public policy instrument for the promotion of the circular economy.""",1
"Sectoral Information","Downstream actions","""In the year 2030, the thematic area of ​​industry, trade and services will have innovative production models from ""cradle to cradle"" or with a circular economy approach in the main productive chains of the agro-industry, services, construction and creative economy and cultural, among others.""<br>""By 2030, the actions and concrete results in mitigation and adaptation to climate change of companies and value chains of the products that have the greatest impact on greenhouse gas emissions will be reported, through the Country Carbon Neutrality Program and the National System of Climate Change Metrics.""",1
"Sectoral Information","Downstream actions","""Increased efficiency of public transport""",1
"Sectoral Information","Downstream actions","""Increasing energy efficiency in all sectors of the economy""",1
"Sectoral Information","Downstream actions","""Increasing of renewables in the electricity generation mix of the national grid.""",1
"Sectoral Information","Downstream actions","""Insulate old precast panel buildings in Ulaanbaatar city; Limit the use of raw coal in Ulaanbaatar city and switch to the use of improved fuel""",1
"Sectoral Information","Downstream actions","""Investment in a wider array of transportation infrastructure will also make more choices available to travelers, including transit, rail, biking, and pedestrian improvements to reduce the need for vehicle miles traveled.""",1
"Sectoral Information","Downstream actions","""Mandatory vehicle standards and/or incentives through tax, fees, import tariffs""",1
"Sectoral Information","Downstream actions","""Many solid waste treatment plants have been built and put into operation with new and advanced technologies combined with compost production, contributing to reducing landfill amounts and limiting environmental impacts; Taking measures to manage, develop and apply technology for treatment of domestic solid waste, ordinary industrial solid waste and special solid waste to limit GHG emissions""",1
"Sectoral Information","Downstream actions","""New Bus Rapid Transit system in Vientiane Capital and associated Non-Motorized Transport (NMT) component""",1
"Sectoral Information","Downstream actions","""Planting and developing forests, prioritising production forests, large timber forests and coastal forests; restoring protection forests and special-use forests""",1
"Sectoral Information","Downstream actions","""PNG will establish a framework for enhanced data collection on energy use and associated emissions to support improved policy and regulation to manage emissions.""<br>""Several major programs are already being implemented that will contribute to achieving the targets, and they include: PNG Electrification Programme; Pawarim Komuniti – PNG Off-grid Electrification Program; Town Electrification National Program (TEP); Rural On-grid Electrification Program (ROGEP)""",1
"Sectoral Information","Downstream actions","""Promote intercropping, agroforestry, conservation tillage, and livestock and agricultural waste management.""<br>""Protect, promote and support climate-resilient indigenous seeds/crop varieties through community seed banks and national gene banks.""",1
"Sectoral Information","Downstream actions","""Promote public electric mobility through policy incentives, including subsidy policies and other financial mechanisms.""",1
"Sectoral Information","Downstream actions","""Promote the 3Rs (Reduce, Reuse, Recycle) approach to waste management, along with source segregation and management of degradable and non-degradable waste.""",1
"Sectoral Information","Downstream actions","""Promote the proper management of fugitive emissions associated with the hydrocarbon production chain, and take advantage of the natural gas captured for other purposes, and encourage its use so that the activities of these sectors are sustainable, which may represent an economic benefit for companies.""",1
"Sectoral Information","Downstream actions","""Promote the use of bio-digesters in livestock farms; Increase the share of organic manure in the used fertilizer mix; Promotion and incentivization of Conservation Agriculture""",1
"Sectoral Information","Downstream actions","""Promoting climate-friendly agriculture; Oil palm platform; Cacao platform; Coffee platform; Enhancing community level agriculture productivity; Certification system for climatefriendly agriculture products; Enhancing value chain of climatefriendly agriculture products; Strengthened monitoring of FCA permits.""",1
"Sectoral Information","Downstream actions","""Protecting and improving the quality of natural sinks and storage of greenhouse gases, financial and tax stimulating the reduction of anthropogenic greenhouse gas emissions""",1
"Sectoral Information","Downstream actions","""Protecting, conserving and sustainably using forests and forest land to increase carbon sequestration and forest certification""",1
"Sectoral Information","Downstream actions","""REDD+ programmes and projects have been focusing on improving institutional frameworks and policies, capacity building, developing technical guidelines (reference emission level for REDD+, MRV, benefit sharing mechanism, etc.) and investing in the implementation of REDD+ activities.""",1
"Sectoral Information","Downstream actions","""Reduce electricity and heat transmission and distribution grid losses""",1
"Sectoral Information","Downstream actions","""Reduce the difference in electricity consumption between peak and valley hours, manage the generation of electricity in off-peak hours from non-polluting sources, and promote the future implementation of technologies such as smart grids and dynamic rates.""",1
"Sectoral Information","Downstream actions","""Reduce the internal use of combined heat and power plants (CHPP)""<br>""Improve the efficiency of power plants""",1
"Sectoral Information","Downstream actions","""Reduce the waste volume for landfill through the improved waste treatment and recycling process; Increase the share of the population with access to improved sanitation and hygiene facilities""",1
"Sectoral Information","Downstream actions","""Reducing clinker content and implementing other measures to reduce GHG emissions in cement production; Implementing measures for grinding blast furnace slag, fly ash, pozzolana and limestone to replace clinker in cement production""",1
"Sectoral Information","Downstream actions","""Reducing the consumption of HFCs""",1
"Sectoral Information","Downstream actions","""Regulate and reduce the livestock number; Improve the livestock manure management""",1
"Sectoral Information","Downstream actions","""Republic of Armenia 2014-2025 Strategic Program of Perspective Development outlines actions to maximize the use of domestic energy resources, focusing on renewable energy and promoting energy efficiency.""",1
"Sectoral Information","Downstream actions","""Saint Lucia is in the process of exploring a national REDD+ program.""",1
"Sectoral Information","Downstream actions","""Shifting from private to public means of transport""",1
"Sectoral Information","Downstream actions","""Stimulation and support in uptake of electric vehicles""",1
"Sectoral Information","Downstream actions","""Strengthen transmission and distribution links to support upscaling of e-cooking, e-heating, etransport and charging stations""<br>""Develop enabling environment to provide power to small and mid-size enterprises (SMEs) using distributed renewable energy generation sources.""",1
"Sectoral Information","Downstream actions","""Sustainable intensification of animal breeding through improved species, breeds.""",1
"Sectoral Information","Downstream actions","""Switch to Euro-5 standard fuel; Switch the coal export transportation to rail transport from auto transportation; Switch the heating of passenger train to electric heating""",1
"Sectoral Information","Downstream actions","""The action area will be concentrated on the development and implementation of a system of developing land-use planning that is both consistent with and able to promote the concepts of StaRS while also supporting the strengthening of the development and land use planning frameworks. It is intended to secure the importance of communities and landholders as the custodians of their land, including directing resources to support strengthened forest management and protection by women and youth.""",1
"Sectoral Information","Downstream actions","""The contribution consists of achieving a generation of 24% of that energy in 2030 based on RES (sugarcane biomass - 14%; wind + solar photovoltaic + hydro - 10%). Within the main actions include the installation of a capacity of about 2,144 MW of power connected to the grid until 2030 based on RES.""",1
"Sectoral Information","Downstream actions","""The contribution foresees the introduction of more than 55 thousand electric vehicles and the installation of more than 25 thousand charging stations by the year 2030.""",1
"Sectoral Information","Downstream actions","""The emissions reduction pathways for buildings consider ongoing government support for energy efficiency and efficient electric heating and cooking in buildings via funding for retrofit programs, wider use of heat pumps and induction stoves, and adoption of modern energy codes for new buildings.""",1
"Sectoral Information","Downstream actions","""The Environmentally Sustainable Transport System Plan promotes road-to-rail modal shift for both freight and passenger transport. A vehicle tax scheme based on C02 emission was introduced in 2016 to promote low carbon vehicles. """,1
"Sectoral Information","Downstream actions","""The federal government will work with state, local, and tribal governments to support the rapid deployment of carbon pollution-free electricity generating resources, transmission, and energy storage and leverage the carbon pollution-free energy potential of power plants retrofitted with carbon capture and existing nuclear, while ensuring those facilities meet robust and rigorous standards for worker, public, environmental safety and environmental justice. The United States will also support research, development, demonstration, commercialization, and deployment of software and hardware to support a carbon pollution-free, resilient, reliable, and affordable electricity system.""",1
